mssv,term 1,term 2,term 3,term 4,term 5,term 6,term 7,term 8,term 9,term 10,term 11,term 12,term 13,term 14,term 15,term 16
EF8D7709XPvAibaEXe+E7LJdSZ9AW/NcCv529vSk,99,78,98,100,96,90,93,80,-1,-1,-1,-1,-1,-1,-1,-1
EF8E4F9FXPvAibaEXe/lSUoyv6mJfIUDNfPu1s/Z,70,70,100,100,100,100,100,97,-1,-1,-1,-1,-1,-1,-1,-1
EF902C02XPvAibaEXe9x0CaUg4pZozXRa04bbO7k,77,77,63,63,82,63,66,71,55,70,64,75,50,50,-1,-1
EF9FB66BXPvAibaEXe9Hf/fJ8gF3Wr/Y2SyxD2Ro,65,45,50,58,69,84,81,-1,-1,-1,-1,-1,-1,-1,-1,-1
EFA7B0CBXPvAibaEXe8YlvtcvZCDlUhJKfH2ifYh,80,75,86,75,70,77,72,77,91,78,-1,-1,-1,-1,-1,-1
EFA92570XPvAibaEXe8s1xx8DWM0qh0wHqaPbJbq,64,75,75,86,86,86,69,64,62,53,60,60,-1,-1,-1,-1
EFCCF3D6XPvAibaEXe88UewilValgDpiGumL8Enb,64,64,56,86,69,60,66,61,50,60,-1,-1,-1,-1,-1,-1
EFCE2778XPvAibaEXe8d4Zyk6xKs03CAQshNObTY,80,75,80,85,72,81,74,79,66,66,58,-1,-1,-1,-1,-1
EFCE5DB9XPvAibaEXe/D9W4zOC/eDWpsBe86lnub,0,69,69,67,67,83,77,85,70,-1,-1,-1,-1,-1,-1,-1
EFCF5FBEXPvAibaEXe+1PCCPiUY9lna6/F1vSHqK,78,88,86,80,89,95,100,81,-1,-1,-1,-1,-1,-1,-1,-1
EFD1CDDCXPvAibaEXe+9tOqtJ+TlMia3dZtAJFg/,80,80,73,68,73,83,78,88,96,-1,-1,-1,-1,-1,-1,-1
EFD742CDXPvAibaEXe8k9aD0YXzUPiN76vauZRDr,93,73,73,83,83,71,75,67,62,70,76,70,-1,-1,-1,-1
EFEA3D9BXPvAibaEXe//3t8+us0X0rWgfBUvJ9Bi,92,92,92,97,97,87,93,81,70,75,70,-1,-1,-1,-1,-1
EFF96463XPvAibaEXe/la94r/g2qo712hClqDAfz,89,76,85,86,92,87,88,79,45,-1,-1,-1,-1,-1,-1,-1
F0033017XPvAibaEXe9pz/hgBFL5IPTc9ivhe27X,81,62,70,86,73,68,68,73,64,64,53,-1,-1,-1,-1,-1
F00FA95AXPvAibaEXe+iIJOpfrvDwyFLtazciWEk,100,81,100,73,99,89,94,-1,-1,-1,-1,-1,-1,-1,-1,-1
F01CB7A2XPvAibaEXe8t+72KjYwWtV8aqhYu4Md7,0,82,82,90,90,97,100,95,90,-1,-1,-1,-1,-1,-1,-1
F01DB8DCXPvAibaEXe+H6KmFC2sei0RBKQy7VU8Y,0,80,80,77,77,87,88,98,86,-1,-1,-1,-1,-1,-1,-1
F02465F1XPvAibaEXe/4WyTnp6RTwjqMD+2I/7zt,85,100,95,85,100,89,86,100,91,66,-1,-1,-1,-1,-1,-1
F027C3F4XPvAibaEXe9zRIqN26w0Bz0VC5K0U8Fw,58,58,74,80,82,77,63,61,44,25,55,-1,-1,-1,-1,-1
F0291E22XPvAibaEXe8o0Tnwwz3u31MPoj5STmqZ,68,95,80,80,80,86,70,86,81,58,58,77,-1,-1,-1,-1
F0331FB3XPvAibaEXe+E+n9mGyneJ0MHxGhsw/QY,75,34,62,54,83,80,76,75,45,50,53,-1,-1,-1,-1,-1
F03B1465XPvAibaEXe97hU2RTHdNnBRrvP91HIpv,88,90,90,94,94,87,97,88,78,79,-1,-1,-1,-1,-1,-1
F04DAB48XPvAibaEXe+oo0hccQuSuF2V98IwNKVT,80,80,66,84,75,79,84,72,73,-1,-1,-1,-1,-1,-1,-1
F0512292XPvAibaEXe8GQO9NuWsqovGzUleWk76d,85,83,76,81,88,82,74,68,-1,-1,-1,-1,-1,-1,-1,-1
F056C507XPvAibaEXe9Fg4HjUy856fFEqIrYNnGE,85,75,81,85,91,99,77,91,91,66,58,-1,-1,-1,-1,-1
F05F6721XPvAibaEXe9ggqkCdMDyeDukswKmt5gh,85,85,76,80,93,77,69,95,96,84,-1,-1,-1,-1,-1,-1
F0656A7AXPvAibaEXe/6gqqbvLbYM40ZtTLrkgFa,87,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1
F06A3C0FXPvAibaEXe+NmgQbVGcjJ7ZdQvWRioyl,91,82,82,65,65,75,41,79,66,65,-1,-1,-1,-1,-1,-1
F06D81B0XPvAibaEXe+L4+qEMJ/L9UjIb2oK9DXa,88,100,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1
F06EDFFEXPvAibaEXe8KSegZW1rFPMNPBQ+c9rst,91,77,98,94,82,86,75,70,-1,-1,-1,-1,-1,-1,-1,-1
F06F1829XPvAibaEXe940vcGUhedsKn9V/anz0eb,0,68,68,54,54,65,72,58,60,-1,-1,-1,-1,-1,-1,-1
F073E236XPvAibaEXe/7VXm0xgXldHR4zGalFEDr,67,66,86,75,81,75,72,81,88,58,58,73,-1,-1,-1,-1
F07997ADXPvAibaEXe+ba4DZYrt+PLuUQfxkDw3t,90,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1
F07FCC1CXPvAibaEXe+RQyZpP6sq6vtKh1D4q6br,85,80,73,71,72,77,91,74,62,-1,-1,-1,-1,-1,-1,-1
F08854D3XPvAibaEXe8h19maTis8uCOPGbLWpKRU,90,85,96,82,100,81,100,91,-1,-1,-1,-1,-1,-1,-1,-1
F0956068XPvAibaEXe/V2dF0qjs8bUnaC6RcyGOL,66,72,72,90,90,59,82,56,55,43,75,70,60,65,-1,-1
F09BF74EXPvAibaEXe+boSxJoV2lkABL0foWIXoK,90,90,90,100,93,72,86,-1,-1,-1,-1,-1,-1,-1,-1,-1
F09E416CXPvAibaEXe9sUz+dc1ML5JRuMvaWnFIR,100,100,100,100,100,100,100,100,91,66,58,-1,-1,-1,-1,-1
F0A39268XPvAibaEXe+iIJOpfrvDw+wwVAHpHkrV,90,90,82,82,99,83,83,-1,-1,-1,-1,-1,-1,-1,-1,-1
F0A3A9F8XPvAibaEXe8zAo0wu8vadrVvbFNnuZKO,85,80,90,100,100,100,100,94,-1,-1,-1,-1,-1,-1,-1,-1
F0A647A5XPvAibaEXe+VDSoAYozpwxu4EUSrr8sK,92,73,48,64,80,71,76,79,53,56,-1,-1,-1,-1,-1,-1
F0ACD875XPvAibaEXe9fG+Eba8DRT1LrlY+FHjLm,75,75,90,100,99,87,80,61,59,-1,-1,-1,-1,-1,-1,-1
F0B62F08XPvAibaEXe+qNIjYBkSuZlcY3lEr3p7G,65,65,64,64,54,54,79,83,-1,-1,-1,-1,-1,-1,-1,-1
F0C15C4CXPvAibaEXe/7sxkigC7f5yQxLj4lTYh9,84,82,82,34,34,82,47,77,58,70,70,-1,-1,-1,-1,-1
F0C4911FXPvAibaEXe97+rZxicl8Fr4Zt+byqhKR,65,65,80,80,73,73,91,70,-1,-1,-1,-1,-1,-1,-1,-1
F0C8A802XPvAibaEXe8vx1Re3PVav/1nZvBgP2BO,0,62,62,82,82,75,75,64,13,-1,-1,-1,-1,-1,-1,-1
F0D2067AXPvAibaEXe86P8jAaxkGr95VqM6RCzkV,82,87,81,89,82,88,78,72,-1,-1,-1,-1,-1,-1,-1,-1
F0D2CEF0XPvAibaEXe8SXrohzbXmS8QYapbubv/J,67,61,66,78,73,73,76,75,72,-1,-1,-1,-1,-1,-1,-1
F0DA4E5BXPvAibaEXe88UewilValgCEO6Q/IE/fA,72,72,65,81,70,50,20,48,63,60,70,50,-1,-1,-1,-1
F0F2F362XPvAibaEXe9upvU5DvuC9vpGmW+2YsWe,73,62,62,90,90,78,74,84,73,71,76,85,63,75,58,-1
F0F6D092XPvAibaEXe+ot3jpjNDg2lk7pprSoQnz,0,77,77,60,60,95,94,83,70,-1,-1,-1,-1,-1,-1,-1
F0F88E7EXPvAibaEXe97wmuqTYuV7VibsH6BPRXy,68,48,80,75,75,70,63,71,53,58,50,-1,-1,-1,-1,-1
F0FFA866XPvAibaEXe+Hl3bsG7JYGg4+Wgmy8K3a,73,65,80,81,83,81,96,71,58,-1,-1,-1,-1,-1,-1,-1
F11DC973XPvAibaEXe9zjjuEw+R98ar4qJyExkRb,77,77,82,77,74,80,85,49,44,-1,-1,-1,-1,-1,-1,-1
F1237819XPvAibaEXe+PQV3+n6192T5luX8qZb9l,65,65,83,83,89,89,77,92,-1,-1,-1,-1,-1,-1,-1,-1
F1260990XPvAibaEXe+WyjAMa+c6gpPtQO9RF9iC,90,100,100,100,100,100,96,-1,-1,-1,-1,-1,-1,-1,-1,-1
F1329618XPvAibaEXe/yrwK0a/uMNxRp9maj8ddO,96,100,95,94,100,96,76,63,-1,-1,-1,-1,-1,-1,-1,-1
F1376DF1XPvAibaEXe/D9W4zOC/eDTdYQ+Oh+PI9,0,81,81,95,95,100,96,85,80,-1,-1,-1,-1,-1,-1,-1
F13C83A4XPvAibaEXe9o/lUQXb5f/z3txLobU3Az,69,69,50,50,54,82,74,74,63,67,63,79,50,61,-1,-1
F13E1BA9XPvAibaEXe91kmICrkek2o/snRaC+Cll,80,90,90,90,100,99,98,91,86,66,58,-1,-1,-1,-1,-1
F144F3D2XPvAibaEXe8qxKHWIxudAGGY+yzSLiq9,100,88,90,77,86,84,88,-1,-1,-1,-1,-1,-1,-1,-1,-1
F14676F2XPvAibaEXe/Ko3VBeq65/zGUzTY2VaO5,68,68,69,71,61,61,47,63,75,60,50,50,-1,-1,-1,-1
F152A73EXPvAibaEXe9Hg4P9GaiGIIDn5D+TYaGh,56,56,84,64,97,72,77,65,59,-1,-1,-1,-1,-1,-1,-1
F15A6951XPvAibaEXe+fbCTkii8CUiOOyN1VU/Eb,0,86,86,100,100,96,91,100,100,-1,-1,-1,-1,-1,-1,-1
F1601417XPvAibaEXe+XOEV1VJ5O22o5PGDZu7CX,76,75,76,80,81,74,83,81,66,66,58,-1,-1,-1,-1,-1
F160DFA8XPvAibaEXe9JWTHSsB5dJT3BsCfAlFGr,88,74,75,75,99,90,98,73,-1,-1,-1,-1,-1,-1,-1,-1
F16C2981XPvAibaEXe/69hWWh+JD2RYQ9Sz2v0vv,73,73,71,70,66,48,56,76,80,65,70,50,-1,-1,-1,-1
F16F0FEBXPvAibaEXe8JhJ4J3nSSl6eFaumAKm+I,90,100,81,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1
F170F0F4XPvAibaEXe+n07P56kWx2McktnV+cXXB,76,85,76,75,83,74,74,91,84,66,-1,-1,-1,-1,-1,-1
F177D17AXPvAibaEXe+wCRIlhV+1XwE7AWBbSDyJ,80,80,100,100,100,100,100,76,58,-1,-1,-1,-1,-1,-1,-1
F178388CXPvAibaEXe8HvmLHDqSTlmQ0XjAR6VML,0,64,64,65,65,97,71,67,68,-1,-1,-1,-1,-1,-1,-1
F1793C09XPvAibaEXe/LLVSZzXjjqo1/zrNwAyb2,92,92,94,85,99,86,81,74,54,-1,-1,-1,-1,-1,-1,-1
F188F59AXPvAibaEXe+nZBq3b0XEhX0gn3eyGCol,93,92,92,92,92,87,93,72,64,75,76,63,-1,-1,-1,-1
F18D4D2FXPvAibaEXe/kSDDr/jkTQ7sEK9dQF8+7,87,87,81,90,100,100,86,-1,-1,-1,-1,-1,-1,-1,-1,-1
F19381D9XPvAibaEXe/Nq24Gaz1feSmFuk6hkLNx,90,95,95,85,84,62,72,68,69,58,58,-1,-1,-1,-1,-1
F194DA26XPvAibaEXe9Z67almz7y5jarc2nxH/N/,67,70,70,51,51,37,35,36,36,75,80,65,75,-1,-1,-1
F195E5E6XPvAibaEXe9M021iVaAwIH1lH9to4XgR,88,69,69,74,74,82,86,79,58,65,76,68,65,65,50,-1
F1AACB01XPvAibaEXe8M37suqoe4Cbsh5M0kmj9t,61,65,76,80,76,80,100,79,58,58,58,58,50,-1,-1,-1
F1AC7EB2XPvAibaEXe86ShnmDByrm6Sn44IZZf9+,68,84,95,85,80,90,100,96,93,-1,-1,-1,-1,-1,-1,-1
F1AE6A7DXPvAibaEXe+pDN88/1DR4GQG2cn+o/MP,81,81,73,73,85,73,64,90,80,88,-1,-1,-1,-1,-1,-1
F1B6A968XPvAibaEXe91j5pgrwAu+kEhW1YPjKvr,0,64,64,64,64,77,78,74,76,-1,-1,-1,-1,-1,-1,-1
F1C269FDXPvAibaEXe/eRksRS1wGeM1wcohpNXDp,62,69,76,75,71,75,86,81,58,76,71,58,-1,-1,-1,-1
F1E4C8BDXPvAibaEXe/3r71QULrjp3Z8NJaEp6IV,90,100,90,86,100,100,96,-1,-1,-1,-1,-1,-1,-1,-1,-1
F1E5E055XPvAibaEXe+Wjq/eoSKNhdg9exGKekXz,90,90,86,86,87,64,65,73,80,75,-1,-1,-1,-1,-1,-1
F1F07D1DXPvAibaEXe9/83vYrk4yZhqvORuehviT,70,74,69,83,85,75,76,75,55,-1,-1,-1,-1,-1,-1,-1
F1F5CE31XPvAibaEXe9KG2OR8ZVK3g4fVrts9Ecv,100,86,71,85,86,75,85,75,95,-1,-1,-1,-1,-1,-1,-1
F1FE5D4FXPvAibaEXe/N50hRf+Du8U1PcNWSN8sZ,90,91,83,74,100,90,91,-1,-1,-1,-1,-1,-1,-1,-1,-1
F203BBC3XPvAibaEXe+suUpvSAu/o/+ZL0cV+o+k,79,68,68,78,78,82,73,66,64,70,76,70,50,-1,-1,-1
F205390CXPvAibaEXe+yoVqlRbTtNsJiojUpYEPQ,0,63,63,89,89,90,77,95,83,-1,-1,-1,-1,-1,-1,-1
F20A8094XPvAibaEXe9FRFgWLD9noTNP+BadXReP,80,75,83,80,75,69,63,76,68,58,58,-1,-1,-1,-1,-1
F2172708XPvAibaEXe9fwZBwsCOuQBWO6yBIlUld,100,100,100,100,100,100,99,90,64,75,76,63,-1,-1,-1,-1
F22643C6XPvAibaEXe+Wjq/eoSKNhZeG3NaL+n5t,90,90,90,100,82,73,87,76,80,65,-1,-1,-1,-1,-1,-1
F2278788XPvAibaEXe/Z2D1Qs9UWoGyTMjg2MYbM,69,80,90,100,80,95,100,95,78,58,58,-1,-1,-1,-1,-1
F230F47EXPvAibaEXe9+dT4FRTt+Q4CZl3gw+B7e,99,94,83,94,100,80,70,70,-1,-1,-1,-1,-1,-1,-1,-1
F240CBEBXPvAibaEXe8oOckqmsrcbVdUPMSQ9Ifx,84,84,67,47,34,0,25,38,-1,-1,-1,-1,-1,-1,-1,-1
F241EE3FXPvAibaEXe8VdV75E6kcriil11BUJAqX,88,88,84,84,88,77,68,70,60,70,70,50,-1,-1,-1,-1
F2449D67XPvAibaEXe/AdnwkoyhfDkqxTK84Dj06,80,90,80,75,81,77,72,77,85,66,58,-1,-1,-1,-1,-1
F24AAC52XPvAibaEXe/nRR7q+hWy3BFkcWNQMe85,75,75,61,78,62,64,78,81,75,65,70,50,-1,-1,-1,-1
F2546353XPvAibaEXe8NZ2cy8d9iU1eNywPulUsz,56,56,67,56,61,70,67,42,42,25,-1,-1,-1,-1,-1,-1
F2550C0EXPvAibaEXe9Q4aPiqsgPtaSduiOygz4j,0,57,57,45,45,71,60,80,57,-1,-1,-1,-1,-1,-1,-1
F257BE3EXPvAibaEXe+lo6eJkHWaQX9v5OomNEKz,81,76,76,63,63,78,77,75,64,59,76,63,-1,-1,-1,-1
F25B47BFXPvAibaEXe99j2P15eeB08BTAdZknEaN,90,86,86,86,86,84,84,75,44,75,86,-1,-1,-1,-1,-1
F2696E85XPvAibaEXe9ysTifnGoMwT5kAXkjtPqR,80,72,72,82,82,75,61,82,68,70,76,63,-1,-1,-1,-1
F272C6E2XPvAibaEXe/N50hRf+Du8Wfgo7CelReA,100,100,100,90,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1
F27FEBE0XPvAibaEXe+j3SiA7vPeyCPHXQyreYE+,70,70,83,83,70,70,82,78,-1,-1,-1,-1,-1,-1,-1,-1
F282E487XPvAibaEXe95BgJyC1XgNYraK+zbGNJZ,100,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1
F297A276XPvAibaEXe8PcTqQe5AuPyCUJkNd86xr,89,88,93,100,100,90,95,-1,-1,-1,-1,-1,-1,-1,-1,-1
F298A6EBXPvAibaEXe8CN9MRovh0mO/fWoHs22w6,82,90,80,80,90,86,95,100,100,-1,-1,-1,-1,-1,-1,-1
F29A1BC9XPvAibaEXe9FHRfjQvHQkdIE2idPuU5w,90,75,83,86,77,77,70,-1,-1,-1,-1,-1,-1,-1,-1,-1
F2A34F33XPvAibaEXe/VnvhYBb4TNDCSMzPgu6l3,87,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1
F2BE62BCXPvAibaEXe+LOVcofflPOkxkCIGQyioz,76,75,93,81,100,100,100,91,-1,-1,-1,-1,-1,-1,-1,-1
F2C0D01EXPvAibaEXe87zPkGv/PdblLnRljWKqTv,100,100,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1
F2CBBCC1XPvAibaEXe9RBNO8knVPDxH6/lxCwoE5,83,81,69,87,80,85,76,75,45,50,53,-1,-1,-1,-1,-1
F2CF58A0XPvAibaEXe8UtLk0ua6nIIdzKFAKbbo4,81,75,85,73,83,72,96,62,62,-1,-1,-1,-1,-1,-1,-1
F2D1EA42XPvAibaEXe/QWjvABg0+vSYSwpxYK7MB,86,80,78,73,81,73,71,68,66,66,58,-1,-1,-1,-1,-1
F2D773AEXPvAibaEXe/mbD1XVEM0x6PCACQrEPgt,81,90,100,100,94,100,100,94,58,-1,-1,-1,-1,-1,-1,-1
F2E08BFBXPvAibaEXe86jqvsmOoL9oGDUv7q0lsr,65,86,90,90,90,95,100,100,98,58,-1,-1,-1,-1,-1,-1
F2EAA359XPvAibaEXe9o/lUQXb5f/wV4mvQVjSu3,60,60,53,77,71,64,54,68,63,65,70,50,50,-1,-1,-1
F2EB7AEFXPvAibaEXe+43HJfrfERJHS1cJl0nVI6,100,90,100,100,100,100,100,99,-1,-1,-1,-1,-1,-1,-1,-1
F2ECE03CXPvAibaEXe/X5qOvA9deFS0DFHPqxipl,90,89,79,84,91,94,74,-1,-1,-1,-1,-1,-1,-1,-1,-1
F2F1064CXPvAibaEXe+gFeZqSF+MJfuF943QlC/+,0,82,82,99,99,92,73,78,80,-1,-1,-1,-1,-1,-1,-1
F2F77E8EXPvAibaEXe/6gqqbvLbYM2nX5IVUB9xv,100,70,86,81,100,64,77,-1,-1,-1,-1,-1,-1,-1,-1,-1
F309234EXPvAibaEXe/YKAlYnC3m9+IBO6iZJ0Cn,79,88,88,92,92,94,100,80,74,79,-1,-1,-1,-1,-1,-1
F3105AE8XPvAibaEXe9ESTQu9OOcIPxFEq3uU1s6,95,77,68,85,76,85,76,80,100,-1,-1,-1,-1,-1,-1,-1
F31CCE4BXPvAibaEXe9/3rpdfvRgguoJCeRLGESl,80,75,84,77,66,75,87,69,73,-1,-1,-1,-1,-1,-1,-1
F31E7BEFXPvAibaEXe/KVW+JfXJB/icHwabmmIyv,66,78,76,75,81,75,82,77,66,66,58,-1,-1,-1,-1,-1
F3200C0AXPvAibaEXe+KaiYHkmXYCR7tsqBY39X/,95,100,100,88,91,84,75,-1,-1,-1,-1,-1,-1,-1,-1,-1
F3215BA9XPvAibaEXe8FE/L+nZawttDf9p/U0Bui,82,59,77,70,67,76,93,79,43,60,-1,-1,-1,-1,-1,-1
F321EBC0XPvAibaEXe+BUGeEgVnB4DpkT8waCpJm,92,70,74,72,73,78,71,70,58,58,-1,-1,-1,-1,-1,-1
F32AFC18XPvAibaEXe+uWtCFQV0fxokiPEGg8CUw,76,80,86,85,70,80,67,58,84,66,58,-1,-1,-1,-1,-1
F3329B64XPvAibaEXe9p2uXWEeSl6ugoB3kGHO9C,81,75,98,77,81,88,91,100,58,-1,-1,-1,-1,-1,-1,-1
F3411B43XPvAibaEXe/AnO3hhGPyzEuP3myTOT8M,78,51,75,61,59,44,16,50,15,60,60,-1,-1,-1,-1,-1
F34E4020XPvAibaEXe8pd25OrRS+bVa2uJMwiE2i,97,96,100,100,100,95,100,-1,-1,-1,-1,-1,-1,-1,-1,-1
F38119B9XPvAibaEXe/LckbkWFMZyW4+SApBMigb,0,67,67,70,70,71,82,79,64,-1,-1,-1,-1,-1,-1,-1
F384A4B7XPvAibaEXe8FE/L+nZawthjpm6naLc7y,79,88,97,94,84,76,72,73,45,-1,-1,-1,-1,-1,-1,-1
F385CAFAXPvAibaEXe9WcTnuikKYKid8QTsc6Jb0,90,75,68,79,90,80,70,60,65,-1,-1,-1,-1,-1,-1,-1
F386A9F3XPvAibaEXe/4YH02BDnyToyzIbRaCmEd,85,75,90,81,90,86,99,81,66,-1,-1,-1,-1,-1,-1,-1
F3916317XPvAibaEXe8u6ih8pRJJpHSNevcRqqih,100,90,85,90,90,95,95,75,-1,-1,-1,-1,-1,-1,-1,-1
F39354EFXPvAibaEXe+/EkvXK98KbWXgswf1tfGi,86,56,56,85,85,79,85,87,74,80,80,-1,-1,-1,-1,-1
F397C46AXPvAibaEXe8tDvYuArt1hCILDR1C3lTP,60,60,57,70,66,47,65,36,39,-1,-1,-1,-1,-1,-1,-1
F3A51EB1XPvAibaEXe8xN1Ehxu1cby2c9MxD3Re6,100,100,100,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1
F3A95D3EXPvAibaEXe/YUZi7fAhqUH9E0vOaqznd,90,100,100,100,100,100,81,-1,-1,-1,-1,-1,-1,-1,-1,-1
F3AFC8DAXPvAibaEXe8Hc2wHUxgky6LZjkN9QGIT,100,80,100,81,100,99,94,-1,-1,-1,-1,-1,-1,-1,-1,-1
F3BE1521XPvAibaEXe/zHDidEgqCTqL+R9XHExiQ,59,65,65,91,91,92,81,82,70,76,76,58,-1,-1,-1,-1
F3D7A67EXPvAibaEXe+K/omYw1flXVX8nE5VgA1S,90,90,85,95,94,74,84,60,54,-1,-1,-1,-1,-1,-1,-1
F3DB9435XPvAibaEXe+QkoGRj4DtvUmMz3EgTQRQ,80,85,85,90,100,79,89,66,81,76,58,-1,-1,-1,-1,-1
F3DC1EA4XPvAibaEXe+6mZaWgr2AGUbe4cIFRSyl,90,81,77,81,77,72,69,-1,-1,-1,-1,-1,-1,-1,-1,-1
F3DC9766XPvAibaEXe/twT+sf632fXAqVDXhe9ZZ,100,100,100,79,79,70,76,-1,-1,-1,-1,-1,-1,-1,-1,-1
F3E2430BXPvAibaEXe8cyAoRoKB5Pa3fzYSi6ccP,90,90,81,94,100,83,100,-1,-1,-1,-1,-1,-1,-1,-1,-1
F3E9A687XPvAibaEXe+oAybUv81bboSZ5HfNu9SA,73,83,85,85,85,75,81,79,61,-1,-1,-1,-1,-1,-1,-1
F3EB56DBXPvAibaEXe9syD7Vfew2qdQaeWpneItx,85,75,83,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1
F3FA700FXPvAibaEXe8tDvYuArt1hGmJp0MAuO3D,60,60,67,80,55,47,38,2,4,15,-1,-1,-1,-1,-1,-1
F400B823XPvAibaEXe92C4qaj9kvH9/66t3hNsRx,72,64,71,72,80,85,72,76,55,58,58,58,-1,-1,-1,-1
F406C807XPvAibaEXe8bVXYGG8kdZcFZHur1VEtL,95,86,95,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1
F40991DEXPvAibaEXe/Dy4K4yiQpOBb9BiaNhvoj,93,93,93,91,91,89,90,79,72,77,73,-1,-1,-1,-1,-1
F41340DCXPvAibaEXe++P1Ki321T8Z41T6oVJDou,90,100,100,81,100,83,73,-1,-1,-1,-1,-1,-1,-1,-1,-1
F4134FB8XPvAibaEXe+GGliW+AfAjF1YrHYmVrLk,100,72,81,81,100,99,86,-1,-1,-1,-1,-1,-1,-1,-1,-1
F41844C2XPvAibaEXe8jiYzwktGScu03xba/isey,81,90,90,85,85,95,100,100,100,58,58,58,50,-1,-1,-1
F41DD86AXPvAibaEXe+3bWVxnzRRwPoFPvmQ6HDC,80,78,74,75,75,66,66,66,-1,-1,-1,-1,-1,-1,-1,-1
F4204FAEXPvAibaEXe+jBiD6VkzWzCbjU4zhLLoT,95,95,81,81,97,97,76,58,-1,-1,-1,-1,-1,-1,-1,-1
F421401CXPvAibaEXe/YaY6MZEJIi9anJcYYvcJ7,100,100,96,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1
F423B999XPvAibaEXe+5oCRQPDKXsvYtikNVeZF/,100,96,96,85,85,83,100,95,71,70,70,-1,-1,-1,-1,-1
F42652EDXPvAibaEXe8Ve7JqRML75ZotBOnQHExP,61,57,90,83,85,95,81,97,81,58,58,-1,-1,-1,-1,-1
F4312684XPvAibaEXe/4WyTnp6RTwslVYbqxXfeU,80,85,90,85,91,86,100,-1,-1,-1,-1,-1,-1,-1,-1,-1
F43244BFXPvAibaEXe/kICEDbR0UV4sW6tfse3w0,70,70,80,80,62,62,75,74,-1,-1,-1,-1,-1,-1,-1,-1
F4373100XPvAibaEXe9g6r/97VInJo+7wxmHnFOz,85,85,80,80,100,79,76,76,66,66,-1,-1,-1,-1,-1,-1
F43D7040XPvAibaEXe/Yg42D1b4hlJYDDVQ8Btos,85,73,77,100,91,85,66,-1,-1,-1,-1,-1,-1,-1,-1,-1
F44F5DBCXPvAibaEXe+qyHIKpMVpSmEZEFCfHewl,56,56,67,60,66,69,57,27,11,15,-1,-1,-1,-1,-1,-1
F4550AC6XPvAibaEXe/baq/wvVlH/toWePwNhgvv,100,95,100,100,100,100,92,100,100,99,-1,-1,-1,-1,-1,-1
F464001FXPvAibaEXe92CdOgj+Qa/efjKFTKMTZe,68,61,85,95,80,90,71,68,83,58,-1,-1,-1,-1,-1,-1
F4716487XPvAibaEXe8bHz5K1B3bvrcOUtJ1V2Kq,72,54,68,66,68,63,62,61,-1,-1,-1,-1,-1,-1,-1,-1
F47350D9XPvAibaEXe/YiexZYoq8n8FP0R71ulza,72,76,86,80,76,75,81,95,53,58,-1,-1,-1,-1,-1,-1
F473C1ABXPvAibaEXe/jd8ghaf1GTNdb+cfjD9JK,66,74,83,78,86,75,75,66,55,58,58,-1,-1,-1,-1,-1
F476D552XPvAibaEXe9VBFxKgc+YL372y3bWDqqI,73,73,82,90,92,89,75,67,44,-1,-1,-1,-1,-1,-1,-1
F47C0BFAXPvAibaEXe/OS4eb0G5N4iLf8Q8d67rT,90,95,98,80,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1
F48E1818XPvAibaEXe9cPs/fVpB+n8mddEtkxwUa,84,69,66,83,80,80,80,85,47,50,53,-1,-1,-1,-1,-1
F498E5FEXPvAibaEXe9JDlHA4z2GHBZXhsR8PR1r,77,87,87,64,64,92,75,79,54,50,81,70,60,70,50,-1
F49F584EXPvAibaEXe8zN2KKhdLFuvVrrDZmjUkj,85,85,93,66,71,78,82,81,91,-1,-1,-1,-1,-1,-1,-1
F4A848F0XPvAibaEXe887JOjhk2RV9+kh6VnYtYt,78,78,80,80,89,79,65,75,60,70,65,70,60,-1,-1,-1
F4A91DBBXPvAibaEXe+sfU1lcH9y3z7zlCD2CO7V,81,86,86,82,82,73,61,64,56,40,61,70,55,70,62,-1
F4ACE351XPvAibaEXe+sQSfsqovN960gh9d2g58L,85,79,62,62,69,77,71,64,62,-1,-1,-1,-1,-1,-1,-1
F4B5241FXPvAibaEXe8KSegZW1rFPPQW/YB3eE3i,94,72,95,100,100,100,79,86,-1,-1,-1,-1,-1,-1,-1,-1
F4B8103BXPvAibaEXe8z1Io4iT8HJCohN5KW9D8+,98,98,88,88,98,74,76,66,81,80,-1,-1,-1,-1,-1,-1
F4BE54AFXPvAibaEXe+bs0QruU9p+gITYEmtI2oS,98,78,100,100,100,100,100,99,25,58,58,-1,-1,-1,-1,-1
