mssv,sem1,sem2,sem3,sem4,sem5,sem6,sem7,sem8,sem9,sem10,sem11,sem12,sem13,sem14,sem15,sem16,sem17,sem18,sem19,sem20,sem21,sem22,term 1,term 2,term 3,term 4,term 5,term 6,term 7,term 8,term 9,term 10,term 11,term 12,term 13,term 14,term 15,term 16
1B5F428CXPvAibaEXe8K9VKm2afHLcrG7NGXSkAL,7.54,7.41,-1.0,8.33,7.83,-1.0,8.88,8.33,9.6,7.82,8.24,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,89.0,0.0,88.0,0.0,90.0,0.0,90.0,0.0,76.0,0.0,85.0,0.0,94.0,0.0,-1.0,-1.0
1B644910XPvAibaEXe/nU1BPn/2ZOJanoyZlQalT,5.28,4.52,-1.0,5.16,5.84,-1.0,5.62,6.19,-1.0,7.12,7.91,-1.0,6.61,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,68.0,0.0,83.0,0.0,80.0,0.0,75.0,0.0,79.0,0.0,86.0,0.0,76.0,0.0,88.0,77.0
1B677C08XPvAibaEXe8TrN3vUI8MaMEFHxEbNhTa,7.19,7.22,-1.0,7.14,7.2,-1.0,6.86,7.84,-1.0,7.67,7.71,-1.0,8.33,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,68.0,68.0,77.0,0.0,93.0,0.0,75.0,0.0,66.0,0.0,71.0,0.0,80.0,0.0,75.0,0.0
1B9C9DEFXPvAibaEXe9usUd9iNN9jHZLAmM/hXoV,5.63,5.39,-1.0,5.88,7.45,-1.0,7.82,7.84,-1.0,7.33,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,87.0,0.0,79.0,0.0,79.0,0.0,93.0,79.0,85.0,95.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1BA6A3FFXPvAibaEXe+RTFcnyQdP1qMr4WIMfC7s,6.92,5.54,-1.0,5.55,5.82,7.5,6.54,6.65,-1.0,4.79,6.01,-1.0,6.14,5.7,-1.0,5.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,90.0,0.0,90.0,0.0,84.0,0.0,75.0,0.0,77.0,0.0,86.0,0.0,68.0,0.0,79.0,72.0
1BC8D47BXPvAibaEXe/twRH8x8eyg8YVoHU/MefP,7.76,7.62,-1.0,7.76,7.04,-1.0,5.66,5.99,-1.0,6.36,8.15,-1.0,6.77,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,75.0,75.0,78.0,0.0,80.0,0.0,74.0,0.0,43.0,0.0,72.0,0.0,80.0,0.0,75.0,0.0
1BCAFD35XPvAibaEXe+O+EbU9awW5lgSl0wQvCSG,8.76,7.33,-1.0,8.09,8.05,-1.0,8.21,8.92,-1.0,8.66,8.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,-1.0,-1.0,-1.0
1BCFF4D4XPvAibaEXe9XrYsEpevBo/lbV29eoqJe,7.32,8.45,-1.0,8.38,7.65,-1.0,6.96,8.22,-1.0,7.65,8.01,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,79.0,0.0,81.0,0.0,85.0,0.0,80.0,0.0,85.0,0.0,80.0,0.0,100.0,0.0,81.0,0.0
1BE16A71XPvAibaEXe9dKITjhF3qTdlo3fzhT1cI,8.79,7.83,-1.0,8.01,7.45,-1.0,7.52,6.98,-1.0,7.15,8.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,92.0,0.0,82.0,0.0,68.0,0.0,80.0,0.0,76.0,0.0,75.0,0.0,76.0,0.0,75.0,0.0
1BE23B7AXPvAibaEXe+SgbKufUiN7ItsrJr3zVjZ,8.31,6.33,-1.0,7.96,7.35,-1.0,6.67,8.46,-1.0,8.59,3.21,-1.0,7.29,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,87.0,0.0,71.0,0.0,69.0,0.0,82.0,0.0,90.0,0.0,95.0,0.0,90.0,0.0,85.0,0.0
1BE2F908XPvAibaEXe8YaJ+XvjGNa/nRprTdNvTa,7.21,6.8,8.7,8.69,8.49,-1.0,7.56,9.52,-1.0,8.64,9.16,-1.0,8.95,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,76.0,76.0,84.0,0.0,84.0,0.0,80.0,0.0,62.0,0.0,75.0,0.0,90.0,0.0,85.0,0.0
1BE65A0AXPvAibaEXe81w9eVvyp+l06MHgAVOlQi,7.76,7.68,8.3,7.28,7.33,-1.0,7.3,8.08,-1.0,8.65,8.73,-1.0,0.0,7.56,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0.0,87.0,0.0,74.0,0.0,78.0,0.0,88.0,0.0,93.0,0.0,100.0,0.0,90.0,0.0
1BF56B5CXPvAibaEXe9LZwdMb86KA3puNsLNPHJ0,8.44,6.39,-1.0,6.26,6.57,7.3,7.08,5.77,6.9,4.86,5.65,-1.0,6.34,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,91.0,91.0,100.0,0.0,68.0,0.0,86.0,0.0,74.0,0.0,55.0,0.0,55.0,0.0,60.0,0.0
1BFB1596XPvAibaEXe/Y5MNhmO/7o9Gp9slhg//H,4.52,3.7,7.9,5.88,4.32,-1.0,4.74,1.58,-1.0,3.83,7.0,-1.0,5.18,4.67,5.1,2.13,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,60.0,0.0,55.0,0.0,83.0,0.0,63.0,0.0,58.0,0.0,68.0,0.0,63.0,0.0,84.0,80.0
1C245E0EXPvAibaEXe/rR9uJzGOYEuQ8DvEilYoI,8.44,8.85,-1.0,8.53,7.97,-1.0,7.98,8.93,-1.0,8.7,9.13,-1.0,8.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,68.0,0.0,96.0,0.0,90.0,0.0,95.0,0.0,89.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0
1C304906XPvAibaEXe9hSzSdeSAT0mSwgfXy9PeD,6.4,4.23,-1.0,6.15,4.69,-1.0,5.04,6.03,6.51,7.14,6.94,7.0,2.57,7.45,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,69.0,69.0,39.0,0.0,66.0,0.0,36.0,0.0,59.0,0.0,49.0,0.0,68.0,0.0,68.0,0.0
1C3AD212XPvAibaEXe/5SY0P9d9+eBBhx2Cw35F1,6.09,6.76,-1.0,7.46,7.86,-1.0,7.18,9.13,-1.0,7.75,7.82,-1.0,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,81.0,81.0,79.0,79.0,84.0,0.0,69.0,0.0,60.0,0.0,80.0,0.0,83.0,0.0,78.0,0.0
1C3D8B35XPvAibaEXe+PhKfQb0+XJ8AdRGrKHKPg,7.36,7.08,7.14,8.55,8.41,-1.0,8.56,8.1,-1.0,8.1,9.1,-1.0,8.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,86.0,0.0,75.0,75.0,86.0,86.0,86.0,0.0,95.0,0.0,82.0,0.0,66.0,0.0,80.0,0.0
1C441061XPvAibaEXe/3Z2K7mhA0JWvZ1ODngPiY,6.54,6.45,-1.0,8.11,4.91,-1.0,5.52,6.48,6.5,6.3,3.04,-1.0,4.13,0.15,-1.0,3.09,3.09,-1.0,4.6,-1.0,-1.0,-1.0,89.0,0.0,68.0,0.0,64.0,0.0,55.0,0.0,71.0,0.0,68.0,0.0,86.0,0.0,70.0,0.0
1C4AAF04XPvAibaEXe+QJ0MB5TsYNbbQOOvu67gx,7.44,7.7,-1.0,7.15,7.56,-1.0,8.35,8.54,-1.0,8.29,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,80.0,0.0,85.0,0.0,90.0,0.0,75.0,0.0,90.0,0.0,100.0,0.0,100.0,0.0,61.0,66.0
1C65DB23XPvAibaEXe9KDsVv3cRkMWLqfW5W0dwV,7.08,7.2,6.5,7.17,6.49,-1.0,7.22,7.28,7.0,7.0,6.22,5.8,8.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,84.0,0.0,61.0,61.0,63.0,63.0,53.0,0.0,78.0,0.0,65.0,0.0,56.0,0.0,62.0,0.0
1C72F7A1XPvAibaEXe+BUGeEgVnB4HQrF3Fc09rm,7.29,6.68,-1.0,5.73,5.81,-1.0,6.69,6.83,-1.0,7.41,7.23,-1.0,8.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,74.0,0.0,71.0,0.0,61.0,0.0,59.0,0.0,68.0,0.0,68.0,0.0,80.0,0.0,75.0,0.0
1C78A916XPvAibaEXe/X5ZhFzI36lLiyMk4xJVIU,6.81,5.98,-1.0,8.13,8.39,-1.0,7.8,8.77,-1.0,8.02,8.3,-1.0,8.3,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,79.0,0.0,59.0,0.0,69.0,0.0,80.0,0.0,86.0,0.0,80.0,0.0,80.0,0.0,95.0,0.0
1CA01D16XPvAibaEXe8t2+lY9eHsFqWT/qcTrjhI,6.82,7.3,-1.0,7.33,6.72,7.1,6.24,7.07,-1.0,7.56,7.87,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,80.0,0.0,85.0,0.0,80.0,0.0,80.0,0.0,81.0,0.0,79.0,0.0,66.0,0.0,71.0,-1.0
1CA21FE7XPvAibaEXe/nw3DhNQnHf2IEtVzSrRsz,6.52,7.79,-1.0,7.4,7.42,-1.0,7.12,7.76,-1.0,7.01,7.5,-1.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,85.0,0.0,80.0,0.0,81.0,0.0,75.0,0.0,76.0,0.0,76.0,0.0,74.0,0.0,74.0,81.0
1CBA6022XPvAibaEXe8zt9d6Yn9pDODQ9/+zeGd+,5.29,6.79,5.6,7.14,7.27,-1.0,7.6,7.38,-1.0,6.78,7.66,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,75.0,75.0,93.0,93.0,69.0,0.0,65.0,0.0,72.0,0.0,86.0,0.0,80.0,0.0,85.0,0.0
1CDCADA7XPvAibaEXe85qP6RA1XpqsQbNnCYueQo,7.05,6.42,-1.0,6.92,6.34,-1.0,3.78,8.0,-1.0,7.31,7.9,-1.0,8.58,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,85.0,0.0,85.0,0.0,89.0,0.0,72.0,0.0,86.0,0.0,91.0,100.0,79.0,73.0,-1.0,-1.0
1CE4CDB2XPvAibaEXe8ge2UHv4J4ByS1Gt3OtWsA,5.98,6.77,-1.0,7.05,7.34,-1.0,7.65,7.93,-1.0,7.51,7.15,-1.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,75.0,0.0,86.0,86.0,82.0,82.0,60.0,0.0,39.0,0.0,61.0,0.0,46.0,0.0,43.0,0.0
1CF049EDXPvAibaEXe+RTFcnyQdP1ikn+F6Kk5yH,7.33,7.09,-1.0,5.66,7.14,-1.0,5.6,7.56,-1.0,8.16,8.6,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,78.0,0.0,73.0,0.0,68.0,0.0,88.0,0.0,82.0,0.0,84.0,0.0,86.0,0.0,100.0,-1.0
1CFFB92BXPvAibaEXe/3wuT/psvviazNX/qQ0WRM,6.29,7.1,-1.0,6.92,7.68,-1.0,7.51,7.85,-1.0,8.07,8.14,-1.0,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,73.0,0.0,78.0,0.0,80.0,0.0,75.0,0.0,83.0,0.0,83.0,0.0,76.0,0.0,81.0,96.0
1D01DD31XPvAibaEXe/SouBySQ9Ujxows2aZuoGm,7.68,8.14,-1.0,8.46,8.55,-1.0,9.34,9.1,-1.0,8.41,8.87,-1.0,8.24,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,82.0,0.0,96.0,0.0,100.0,0.0,90.0,0.0,100.0,0.0,90.0,0.0,100.0,0.0,100.0,0.0
1D20ED25XPvAibaEXe8wlx2/dthDAqWOPv1DTtL1,3.18,2.88,7.5,4.27,6.55,6.2,4.18,6.3,6.3,3.69,2.58,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,57.0,0.0,68.0,68.0,68.0,68.0,70.0,70.0,31.0,0.0,69.0,0.0,30.0,0.0,25.0,0.0
1D269405XPvAibaEXe9YXJ3+ew7OHHS1ZTu/URhr,7.68,5.85,8.3,6.92,6.86,8.3,5.19,6.56,-1.0,7.01,6.3,-1.0,8.91,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,85.0,0.0,75.0,0.0,69.0,0.0,70.0,0.0,80.0,0.0,80.0,0.0,76.0,0.0,85.0,0.0
1D2EBBF6XPvAibaEXe8Dld2HmzmH+pW99LMi9Yne,7.56,5.52,-1.0,6.49,0.0,-1.0,7.12,7.39,-1.0,7.35,6.64,-1.0,7.38,8.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,80.0,0.0,76.0,0.0,60.0,0.0,78.0,0.0,81.0,0.0,74.0,0.0,72.0,79.0,-1.0,-1.0
1D2FDD1AXPvAibaEXe/Fv9q7dZquWaGfko4R0oz7,6.1,5.27,-1.0,5.57,7.27,-1.0,6.77,7.79,-1.0,7.22,6.47,-1.0,7.64,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,73.0,0.0,67.0,0.0,71.0,0.0,88.0,0.0,72.0,0.0,94.0,89.0,72.0,71.0,-1.0,-1.0
1D30F704XPvAibaEXe/dMvqGUzyBHLUMfnjgcEUd,6.97,4.8,9.1,7.13,6.49,6.75,7.72,7.32,-1.0,7.06,7.77,-1.0,7.36,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,96.0,96.0,94.0,0.0,100.0,0.0,99.0,0.0,77.0,0.0,80.0,0.0,80.0,0.0,85.0,0.0
1D37D345XPvAibaEXe9Zp44TyFcBSAN7u3B08mRX,8.57,7.84,-1.0,7.43,8.12,-1.0,7.96,8.25,-1.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0.0,100.0,0.0,87.0,0.0,81.0,100.0,100.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1D3C3D71XPvAibaEXe/wM5TrBBCDMSL/iRYjSO35,7.61,5.85,-1.0,7.36,7.51,-1.0,8.11,7.6,-1.0,7.18,7.19,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,81.0,0.0,67.0,0.0,64.0,0.0,80.0,0.0,80.0,0.0,85.0,0.0,76.0,0.0,80.0,0.0
1D5880D3XPvAibaEXe+VDSoAYozpw1btlY1EpdMU,8.36,6.62,-1.0,7.34,7.99,-1.0,7.47,7.14,-1.0,7.22,5.4,-1.0,6.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,73.0,0.0,59.0,0.0,64.0,0.0,56.0,0.0,73.0,0.0,68.0,0.0,76.0,0.0,74.0,0.0
1D719539XPvAibaEXe8/3iNqySORb0aV1QVzGOA5,6.43,6.98,-1.0,6.02,7.26,-1.0,6.15,6.63,-1.0,5.65,8.31,5.0,9.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,76.0,0.0,59.0,59.0,57.0,57.0,62.0,0.0,77.0,0.0,79.0,0.0,72.0,0.0,60.0,0.0
1D74C87FXPvAibaEXe8Y+/3uR2PkTKeFWIOEfKn0,5.56,3.59,-1.0,6.04,5.05,6.3,5.23,3.81,4.2,6.06,5.43,5.2,6.99,4.21,5.1,5.05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,70.0,0.0,59.0,59.0,65.0,65.0,61.0,61.0,49.0,0.0,59.0,0.0,64.0,0.0,64.0,0.0
1D76EEF6XPvAibaEXe9npw4GElGYwcJGA3bBxzvE,8.31,7.9,-1.0,7.18,6.83,-1.0,8.03,8.3,-1.0,8.36,8.36,-1.0,9.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0.0,85.0,0.0,75.0,0.0,88.0,0.0,80.0,0.0,80.0,0.0,85.0,0.0,90.0,0.0
1D8411ABXPvAibaEXe80CLygfiFTYGXD+dIICDlA,5.91,6.04,-1.0,5.31,5.98,4.86,4.15,5.34,6.6,5.58,5.18,-1.0,5.36,2.18,-1.0,5.8,5.91,-1.0,5.9,6.91,-1.0,-1.0,82.0,82.0,71.0,0.0,73.0,0.0,76.0,0.0,54.0,0.0,82.0,0.0,75.0,0.0,74.0,0.0
1DA0751EXPvAibaEXe+y4Ivhjp8SxoECWfMevnWg,7.02,6.05,-1.0,5.33,6.9,-1.0,7.12,7.08,-1.0,6.84,4.56,3.6,0.0,0.65,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,79.0,0.0,76.0,76.0,38.0,38.0,72.0,0.0,72.0,0.0,88.0,0.0,76.0,0.0,76.0,0.0
1DA07DD6XPvAibaEXe9ETemEVgJcUartlEuc3ggb,5.38,4.58,-1.0,5.81,5.38,-1.0,4.62,4.1,-1.0,0.11,0.31,-1.0,3.06,0.97,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,84.0,84.0,49.0,0.0,41.0,0.0,67.0,0.0,50.0,0.0,40.0,0.0,71.0,0.0,48.0,0.0
1DA191F4XPvAibaEXe9ZBnO1fewQMSR8OkPjJl25,6.71,4.9,-1.0,5.74,7.26,-1.0,7.33,5.58,-1.0,5.72,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,78.0,0.0,73.0,0.0,90.0,0.0,79.0,84.0,89.0,72.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1DA45CE2XPvAibaEXe8jolcsAIssTCatCgflVvBX,5.81,4.36,5.79,6.9,6.13,7.45,6.96,6.29,-1.0,6.45,7.24,-1.0,6.04,7.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,70.0,0.0,67.0,67.0,79.0,79.0,79.0,79.0,79.0,0.0,57.0,0.0,62.0,0.0,65.0,0.0
1DA64E34XPvAibaEXe8b4sJvH2gx3D/jz+uMSHg3,5.88,6.41,6.4,6.22,5.33,-1.0,7.2,6.6,6.1,5.46,6.51,-1.0,5.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,93.0,93.0,100.0,0.0,80.0,0.0,99.0,0.0,56.0,0.0,64.0,0.0,69.0,0.0,60.0,0.0
1DCACA12XPvAibaEXe/XBbLEWRhgQQZvuxC3bpO+,7.48,8.95,-1.0,8.32,8.86,8.4,8.8,9.09,9.0,8.73,8.78,-1.0,8.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,87.0,0.0,94.0,94.0,87.0,87.0,85.0,85.0,88.0,0.0,69.0,0.0,72.0,0.0,73.0,0.0
1DCED280XPvAibaEXe9xLM9bjmqfKYG/9frc8157,7.32,7.06,-1.0,6.73,7.51,-1.0,6.75,7.79,-1.0,6.9,1.45,-1.0,8.7,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,80.0,0.0,75.0,0.0,73.0,0.0,83.0,0.0,74.0,0.0,71.0,0.0,72.0,0.0,86.0,81.0
1DD20C49XPvAibaEXe9sUz+dc1ML5IT5iueAsAed,8.18,8.22,-1.0,8.3,8.42,-1.0,7.6,8.51,-1.0,7.1,7.76,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,90.0,0.0,85.0,0.0,85.0,0.0,90.0,0.0,100.0,0.0,91.0,0.0,100.0,0.0,84.0,71.0
1DD40F83XPvAibaEXe/A0C8NKWg+cNjNfs5fFfXk,6.5,2.98,-1.0,4.97,4.12,3.85,5.13,7.12,-1.0,7.05,6.65,-1.0,7.31,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,74.0,0.0,70.0,0.0,75.0,0.0,73.0,0.0,81.0,0.0,79.0,0.0,79.0,0.0,72.0,79.0
1DDFEC8DXPvAibaEXe9MSDlNDFbYdrDAitYufILG,6.47,6.07,-1.0,6.39,5.66,8.04,5.33,5.67,-1.0,2.34,2.1,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,97.0,97.0,98.0,98.0,94.0,0.0,72.0,0.0,46.0,0.0,52.0,0.0,71.0,0.0,46.0,0.0
1DEE69E1XPvAibaEXe9KS65t7Tb/qF4l0Okq3G2t,7.31,5.79,-1.0,7.28,7.98,-1.0,5.74,7.01,-1.0,6.07,6.77,-1.0,7.94,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,73.0,0.0,69.0,0.0,80.0,0.0,75.0,0.0,76.0,0.0,80.0,0.0,77.0,0.0,77.0,0.0
1E0BA31FXPvAibaEXe+ItThaeWSaThFU9Ihxnb8T,5.39,5.67,8.0,6.73,7.34,-1.0,7.56,8.03,-1.0,7.78,5.72,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,71.0,0.0,90.0,0.0,68.0,0.0,68.0,0.0,93.0,0.0,85.0,0.0,100.0,0.0,70.0,66.0
1E196836XPvAibaEXe+M91Hzrx3qMIUj3LZpEROi,8.42,7.67,-1.0,7.24,7.46,-1.0,8.6,7.66,-1.0,8.17,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0.0,100.0,0.0,99.0,0.0,100.0,100.0,100.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1E266AAFXPvAibaEXe/waquVAMA8TkogJ5efuX2t,6.71,3.56,-1.0,7.49,7.54,4.1,6.96,6.42,-1.0,7.41,7.31,-1.0,8.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,76.0,0.0,79.0,0.0,85.0,0.0,90.0,0.0,76.0,0.0,80.0,0.0,79.0,0.0,79.0,0.0
1E36108AXPvAibaEXe8zt9d6Yn9pDLD0niVqJCz8,7.65,6.71,-1.0,7.72,7.92,-1.0,7.15,7.5,-1.0,8.21,8.39,-1.0,8.23,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,71.0,71.0,74.0,0.0,78.0,0.0,75.0,0.0,62.0,0.0,78.0,0.0,76.0,0.0,75.0,0.0
1E3B0973XPvAibaEXe8dEe4TA8wgHxwHmaQUgsiZ,6.15,5.72,-1.0,7.38,6.58,7.5,7.9,7.71,-1.0,7.75,8.94,-1.0,8.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,69.0,69.0,59.0,0.0,73.0,0.0,64.0,0.0,67.0,0.0,94.0,0.0,90.0,0.0,80.0,0.0
1E43797CXPvAibaEXe/81GDNmtxKsQIri7NYICsC,5.29,5.36,5.9,4.23,4.42,2.3,3.66,2.02,-1.0,3.64,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,81.0,0.0,69.0,0.0,75.0,0.0,70.0,0.0,60.0,0.0,55.0,0.0,58.0,0.0,68.0,0.0
1E4A5AC6XPvAibaEXe9iBRrLJjO8dZDYHhYIuFfM,6.41,7.25,9.5,7.64,8.52,-1.0,6.88,7.25,-1.0,8.2,9.56,-1.0,8.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,60.0,60.0,61.0,0.0,80.0,0.0,76.0,0.0,60.0,0.0,73.0,0.0,76.0,0.0,71.0,0.0
1E669346XPvAibaEXe+tSA7t7USLJ+Z/Uh8dNUM7,7.95,8.35,-1.0,8.06,7.68,-1.0,8.09,7.96,-1.0,7.44,5.78,-1.0,4.89,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,86.0,0.0,85.0,0.0,100.0,0.0,100.0,0.0,84.0,0.0,100.0,89.0,64.0,58.0,-1.0,-1.0
1E75DB6EXPvAibaEXe+oAybUv81bbgPXBPqd7H9h,6.92,6.66,-1.0,7.25,7.57,-1.0,8.49,8.68,-1.0,8.79,8.45,-1.0,8.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,69.0,0.0,74.0,0.0,96.0,0.0,100.0,0.0,96.0,0.0,90.0,0.0,100.0,0.0,100.0,0.0
1E832732XPvAibaEXe8HxoLOw72ZIL030v5YFYqH,7.97,8.51,-1.0,7.95,7.76,-1.0,8.03,8.28,-1.0,9.05,8.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,89.0,89.0,100.0,0.0,97.0,0.0,88.0,0.0,68.0,0.0,79.0,0.0,100.0,0.0,80.0,0.0
1E875540XPvAibaEXe/MFNByxh05b5BrS1i0Rr6P,4.92,6.16,-1.0,6.94,7.54,6.2,6.92,6.1,-1.0,7.55,0.0,-1.0,6.13,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,83.0,0.0,90.0,0.0,76.0,0.0,80.0,0.0,84.0,0.0,72.0,0.0,66.0,0.0,53.0,69.0
1EA1BEE1XPvAibaEXe+iXJpjy6UOMJgg3q9gFJNY,8.73,7.5,-1.0,8.34,6.0,-1.0,5.2,7.21,-1.0,7.11,8.99,-1.0,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,69.0,69.0,80.0,0.0,87.0,0.0,76.0,0.0,67.0,0.0,75.0,0.0,80.0,0.0,75.0,0.0
1EA57FE2XPvAibaEXe8KuJNEATWS84Upb9tIcBqb,7.22,7.27,0.0,7.75,6.51,-1.0,6.56,8.3,0.0,6.34,4.44,-1.0,5.15,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,88.0,0.0,85.0,0.0,76.0,0.0,75.0,0.0,72.0,0.0,81.0,0.0,87.0,0.0,66.0,69.0
1EB542C5XPvAibaEXe8z1Io4iT8HJAzpqshrGVmf,6.83,5.09,-1.0,6.41,6.37,-1.0,5.89,5.72,-1.0,6.22,6.49,-1.0,7.04,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,76.0,76.0,73.0,73.0,69.0,0.0,69.0,0.0,19.0,0.0,57.0,0.0,76.0,0.0,75.0,0.0
