mssv,sem1,sem2,sem3,sem4,sem5,sem6,sem7,sem8,sem9,sem10,sem11,sem12,sem13,sem14,sem15,sem16,sem17,sem18,sem19,sem20,sem21,sem22,term 1,term 2,term 3,term 4,term 5,term 6,term 7,term 8,term 9,term 10,term 11,term 12,term 13,term 14,term 15,term 16
F16C2981XPvAibaEXe/69hWWh+JD2RYQ9Sz2v0vv,7.68,6.99,-1.0,5.74,5.67,-1.0,4.77,7.08,-1.0,6.86,7.34,-1.0,6.31,0.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,73.0,73.0,71.0,0.0,70.0,0.0,66.0,0.0,48.0,0.0,56.0,0.0,76.0,0.0,80.0,0.0
F170F0F4XPvAibaEXe+n07P56kWx2McktnV+cXXB,7.7,7.78,-1.0,7.61,8.01,-1.0,7.56,7.58,-1.0,7.84,1.5,-1.0,7.51,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,76.0,0.0,85.0,0.0,76.0,0.0,75.0,0.0,83.0,0.0,74.0,0.0,74.0,0.0,91.0,84.0
F177D17AXPvAibaEXe+wCRIlhV+1XwE7AWBbSDyJ,7.63,8.23,-1.0,8.75,8.26,-1.0,7.49,8.42,-1.0,8.75,-1.0,-1.0,1.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,80.0,0.0,80.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,76.0,58.0,-1.0,-1.0
F188F59AXPvAibaEXe+nZBq3b0XEhX0gn3eyGCol,6.91,7.14,-1.0,7.6,7.99,-1.0,8.18,7.61,-1.0,7.64,8.58,-1.0,7.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,93.0,0.0,92.0,92.0,92.0,92.0,87.0,0.0,93.0,0.0,72.0,0.0,64.0,0.0,75.0,0.0
F19381D9XPvAibaEXe/Nq24Gaz1feSmFuk6hkLNx,8.14,7.54,-1.0,7.51,5.92,7.8,5.45,5.51,-1.0,5.29,0.32,-1.0,6.61,4.49,-1.0,4.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,90.0,0.0,95.0,0.0,95.0,0.0,85.0,0.0,84.0,0.0,62.0,0.0,72.0,0.0,68.0,69.0
F194DA26XPvAibaEXe9Z67almz7y5jarc2nxH/N/,4.75,5.03,3.25,5.25,4.45,-1.0,-1.0,-1.0,-1.0,7.16,6.56,-1.0,5.03,5.0,-1.0,5.87,7.2,-1.0,-1.0,-1.0,-1.0,-1.0,67.0,0.0,70.0,70.0,51.0,51.0,37.0,0.0,35.0,0.0,36.0,0.0,36.0,0.0,75.0,0.0
F195E5E6XPvAibaEXe9M021iVaAwIH1lH9to4XgR,5.57,5.17,-1.0,6.15,6.0,6.5,5.12,6.69,-1.0,6.46,8.57,-1.0,2.0,7.94,2.2,7.5,4.4,-1.0,1.2,-1.0,-1.0,-1.0,88.0,0.0,69.0,69.0,74.0,74.0,82.0,0.0,86.0,0.0,79.0,0.0,58.0,0.0,65.0,0.0
F1AACB01XPvAibaEXe8M37suqoe4Cbsh5M0kmj9t,5.56,3.93,-1.0,8.08,8.21,9.4,7.94,8.22,-1.0,7.92,7.46,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,61.0,0.0,65.0,0.0,76.0,0.0,80.0,0.0,76.0,0.0,80.0,0.0,100.0,0.0,79.0,0.0
F1AC7EB2XPvAibaEXe86ShnmDByrm6Sn44IZZf9+,7.17,7.65,8.13,8.3,8.37,-1.0,8.11,8.5,-1.0,8.7,8.33,-1.0,8.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,68.0,0.0,84.0,0.0,95.0,0.0,85.0,0.0,80.0,0.0,90.0,0.0,100.0,0.0,96.0,0.0
F1AE6A7DXPvAibaEXe+pDN88/1DR4GQG2cn+o/MP,6.09,6.38,-1.0,7.21,7.59,7.4,7.96,8.47,-1.0,7.99,8.41,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,81.0,81.0,73.0,73.0,85.0,0.0,73.0,0.0,64.0,0.0,90.0,0.0,80.0,0.0,88.0,0.0
F1C269FDXPvAibaEXe/eRksRS1wGeM1wcohpNXDp,8.16,6.46,-1.0,8.0,6.78,6.4,1.0,5.58,-1.0,6.68,6.01,-1.0,2.42,7.1,-1.0,7.59,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,62.0,0.0,69.0,0.0,76.0,0.0,75.0,0.0,71.0,0.0,75.0,0.0,86.0,0.0,81.0,0.0
F1E4C8BDXPvAibaEXe/3r71QULrjp3Z8NJaEp6IV,8.35,7.29,-1.0,7.61,8.13,-1.0,8.51,8.4,-1.0,8.35,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,90.0,0.0,100.0,0.0,90.0,0.0,86.0,100.0,100.0,96.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
F1E5E055XPvAibaEXe+Wjq/eoSKNhdg9exGKekXz,8.71,7.82,-1.0,8.27,7.82,-1.0,7.82,8.71,-1.0,8.63,8.04,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,90.0,90.0,86.0,86.0,87.0,0.0,64.0,0.0,65.0,0.0,73.0,0.0,80.0,0.0,75.0,0.0
F1F07D1DXPvAibaEXe9/83vYrk4yZhqvORuehviT,7.56,6.41,-1.0,7.85,7.5,-1.0,7.85,6.93,-1.0,8.01,7.5,-1.0,7.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,70.0,0.0,74.0,0.0,69.0,0.0,83.0,0.0,85.0,0.0,75.0,0.0,76.0,0.0,75.0,0.0
F1F5CE31XPvAibaEXe9KG2OR8ZVK3g4fVrts9Ecv,8.45,7.32,-1.0,8.74,7.22,-1.0,6.14,6.91,-1.0,6.29,6.56,-1.0,8.73,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0.0,86.0,0.0,71.0,0.0,85.0,0.0,86.0,0.0,75.0,0.0,85.0,0.0,75.0,0.0
F203BBC3XPvAibaEXe+suUpvSAu/o/+ZL0cV+o+k,5.34,3.83,-1.0,6.92,7.67,8.2,7.34,6.19,-1.0,7.06,8.04,-1.0,8.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,79.0,0.0,68.0,68.0,78.0,78.0,82.0,0.0,73.0,0.0,66.0,0.0,64.0,0.0,70.0,0.0
F20A8094XPvAibaEXe9FRFgWLD9noTNP+BadXReP,6.05,5.64,-1.0,4.74,4.79,2.9,5.34,2.74,-1.0,4.01,3.51,-1.0,3.4,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,80.0,0.0,75.0,0.0,83.0,0.0,80.0,0.0,75.0,0.0,69.0,0.0,63.0,0.0,76.0,68.0
F2172708XPvAibaEXe9fwZBwsCOuQBWO6yBIlUld,7.32,6.32,8.79,7.55,8.43,-1.0,8.16,7.91,-1.0,7.6,8.32,-1.0,8.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,99.0,0.0,90.0,0.0,64.0,0.0,75.0,0.0
F22643C6XPvAibaEXe+Wjq/eoSKNhZeG3NaL+n5t,8.0,7.96,-1.0,8.57,8.28,-1.0,8.19,8.89,-1.0,8.14,8.44,-1.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,90.0,90.0,90.0,0.0,100.0,0.0,82.0,0.0,73.0,0.0,87.0,0.0,76.0,0.0,80.0,0.0
F2278788XPvAibaEXe/Z2D1Qs9UWoGyTMjg2MYbM,8.09,7.13,-1.0,8.63,7.56,-1.0,8.14,8.12,8.8,7.8,8.15,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,69.0,0.0,80.0,0.0,90.0,0.0,100.0,0.0,80.0,0.0,95.0,0.0,100.0,0.0,95.0,0.0
F230F47EXPvAibaEXe9+dT4FRTt+Q4CZl3gw+B7e,8.86,8.8,-1.0,8.44,7.93,-1.0,8.44,7.63,-1.0,8.21,8.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,99.0,0.0,94.0,0.0,83.0,0.0,94.0,0.0,100.0,0.0,80.0,0.0,70.0,0.0,70.0,0.0
F240CBEBXPvAibaEXe8oOckqmsrcbVdUPMSQ9Ifx,5.79,4.45,7.7,4.38,1.49,-1.0,1.55,0.0,-1.0,0.58,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,84.0,84.0,67.0,0.0,47.0,0.0,34.0,0.0,0.0,0.0,25.0,0.0,38.0,0.0,-1.0,-1.0
F241EE3FXPvAibaEXe8VdV75E6kcriil11BUJAqX,7.59,7.82,-1.0,7.64,6.96,-1.0,7.82,8.0,-1.0,7.14,8.9,-1.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,88.0,88.0,84.0,84.0,88.0,0.0,77.0,0.0,68.0,0.0,70.0,0.0,60.0,0.0,70.0,0.0
F2449D67XPvAibaEXe/AdnwkoyhfDkqxTK84Dj06,6.6,6.66,-1.0,6.41,6.86,-1.0,6.29,6.67,-1.0,6.61,6.71,-1.0,5.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,80.0,0.0,90.0,0.0,80.0,0.0,75.0,0.0,81.0,0.0,77.0,0.0,72.0,0.0,77.0,85.0
F24AAC52XPvAibaEXe/nRR7q+hWy3BFkcWNQMe85,6.54,5.77,-1.0,6.98,7.16,-1.0,7.09,6.82,9.0,8.11,7.36,-1.0,8.73,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,75.0,75.0,61.0,0.0,78.0,0.0,62.0,0.0,64.0,0.0,78.0,0.0,81.0,0.0,75.0,0.0
F257BE3EXPvAibaEXe+lo6eJkHWaQX9v5OomNEKz,6.95,5.75,0.0,6.02,6.99,-1.0,7.09,7.99,-1.0,8.07,5.93,-1.0,7.16,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,81.0,0.0,76.0,76.0,63.0,63.0,78.0,0.0,77.0,0.0,75.0,0.0,64.0,0.0,59.0,0.0
F25B47BFXPvAibaEXe99j2P15eeB08BTAdZknEaN,6.84,7.78,9.5,8.35,8.05,-1.0,8.7,7.35,-1.0,7.72,7.25,-1.0,8.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,90.0,0.0,86.0,86.0,86.0,86.0,84.0,0.0,84.0,0.0,75.0,0.0,44.0,0.0,75.0,0.0
F2696E85XPvAibaEXe9ysTifnGoMwT5kAXkjtPqR,7.14,5.24,-1.0,6.52,6.91,-1.0,7.39,7.76,-1.0,8.15,8.07,-1.0,7.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,80.0,0.0,72.0,72.0,82.0,82.0,75.0,0.0,61.0,0.0,82.0,0.0,68.0,0.0,70.0,0.0
F297A276XPvAibaEXe8PcTqQe5AuPyCUJkNd86xr,9.13,7.69,-1.0,7.69,8.3,-1.0,7.49,8.17,-1.0,3.27,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,89.0,0.0,88.0,0.0,93.0,0.0,100.0,100.0,90.0,95.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
F298A6EBXPvAibaEXe8CN9MRovh0mO/fWoHs22w6,7.22,6.05,-1.0,6.85,7.71,-1.0,5.76,7.69,-1.0,7.52,8.22,-1.0,9.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,82.0,0.0,90.0,0.0,80.0,0.0,80.0,0.0,90.0,0.0,86.0,0.0,95.0,0.0,100.0,0.0
F2BE62BCXPvAibaEXe+LOVcofflPOkxkCIGQyioz,7.89,7.13,-1.0,7.03,8.2,-1.0,8.73,9.64,-1.0,9.41,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,76.0,0.0,75.0,0.0,93.0,0.0,81.0,0.0,100.0,0.0,100.0,100.0,91.0,-1.0,-1.0,-1.0
F2CBBCC1XPvAibaEXe9RBNO8knVPDxH6/lxCwoE5,8.12,7.5,-1.0,8.24,7.73,-1.0,7.89,8.99,-1.0,8.57,7.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,83.0,0.0,81.0,0.0,69.0,0.0,87.0,0.0,80.0,0.0,85.0,0.0,76.0,0.0,75.0,0.0
F2CF58A0XPvAibaEXe8UtLk0ua6nIIdzKFAKbbo4,7.15,6.85,-1.0,6.1,7.0,-1.0,7.47,6.06,-1.0,7.63,6.27,-1.0,5.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,81.0,0.0,75.0,0.0,85.0,0.0,73.0,0.0,83.0,0.0,72.0,96.0,62.0,62.0,-1.0,-1.0
F2D1EA42XPvAibaEXe/QWjvABg0+vSYSwpxYK7MB,6.57,6.62,-1.0,6.52,7.87,-1.0,6.93,7.08,-1.0,7.87,8.12,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,86.0,0.0,80.0,0.0,78.0,0.0,73.0,0.0,81.0,0.0,73.0,0.0,71.0,0.0,68.0,66.0
F2D773AEXPvAibaEXe/mbD1XVEM0x6PCACQrEPgt,6.55,6.46,-1.0,6.76,7.53,-1.0,6.99,7.99,-1.0,8.92,7.97,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,81.0,0.0,90.0,0.0,100.0,0.0,100.0,0.0,94.0,0.0,100.0,100.0,94.0,58.0,-1.0,-1.0
F2E08BFBXPvAibaEXe86jqvsmOoL9oGDUv7q0lsr,6.88,6.41,-1.0,7.85,7.51,-1.0,8.6,8.38,-1.0,8.01,8.97,-1.0,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,65.0,0.0,86.0,0.0,90.0,0.0,90.0,0.0,90.0,0.0,95.0,0.0,100.0,0.0,100.0,0.0
F2EAA359XPvAibaEXe9o/lUQXb5f/wV4mvQVjSu3,4.85,5.38,-1.0,6.49,6.28,-1.0,7.91,8.15,-1.0,7.18,3.6,-1.0,7.95,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,60.0,60.0,53.0,0.0,77.0,0.0,71.0,0.0,64.0,0.0,54.0,0.0,68.0,0.0,63.0,0.0
F309234EXPvAibaEXe/YKAlYnC3m9+IBO6iZJ0Cn,6.92,7.79,-1.0,7.35,8.03,-1.0,8.6,8.92,-1.0,8.91,9.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,79.0,0.0,88.0,88.0,92.0,92.0,94.0,0.0,100.0,0.0,80.0,0.0,74.0,0.0,79.0,0.0
F3105AE8XPvAibaEXe9ESTQu9OOcIPxFEq3uU1s6,8.9,8.59,-1.0,8.73,8.19,-1.0,8.72,8.04,-1.0,8.32,8.14,-1.0,9.63,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,95.0,0.0,77.0,0.0,68.0,0.0,85.0,0.0,76.0,0.0,85.0,0.0,76.0,0.0,80.0,0.0
F31CCE4BXPvAibaEXe9/3rpdfvRgguoJCeRLGESl,5.73,4.58,-1.0,5.13,6.57,-1.0,4.81,5.0,-1.0,6.5,7.09,-1.0,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,80.0,0.0,75.0,0.0,84.0,0.0,77.0,0.0,66.0,0.0,75.0,87.0,69.0,73.0,-1.0,-1.0
F31E7BEFXPvAibaEXe/KVW+JfXJB/icHwabmmIyv,4.74,5.39,-1.0,6.02,6.0,5.1,6.37,5.98,-1.0,6.11,6.82,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,66.0,0.0,78.0,0.0,76.0,0.0,75.0,0.0,81.0,0.0,75.0,0.0,82.0,0.0,77.0,66.0
F321EBC0XPvAibaEXe+BUGeEgVnB4DpkT8waCpJm,7.67,7.39,-1.0,7.44,6.95,-1.0,6.32,5.68,0.0,4.03,0.53,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,92.0,0.0,70.0,0.0,74.0,0.0,72.0,0.0,73.0,0.0,78.0,0.0,71.0,0.0,70.0,0.0
F32AFC18XPvAibaEXe+uWtCFQV0fxokiPEGg8CUw,7.02,5.53,-1.0,7.46,6.45,-1.0,5.34,5.47,-1.0,5.27,4.9,-1.0,7.23,4.6,-1.0,4.54,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,76.0,0.0,80.0,0.0,86.0,0.0,85.0,0.0,70.0,0.0,80.0,0.0,67.0,0.0,58.0,84.0
F3329B64XPvAibaEXe9p2uXWEeSl6ugoB3kGHO9C,7.14,6.53,-1.0,7.5,6.64,-1.0,6.68,7.01,-1.0,8.22,8.02,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,81.0,0.0,75.0,0.0,98.0,0.0,77.0,0.0,81.0,0.0,88.0,91.0,100.0,58.0,-1.0,-1.0
F34E4020XPvAibaEXe8pd25OrRS+bVa2uJMwiE2i,8.09,7.58,-1.0,8.3,8.56,-1.0,8.13,8.22,-1.0,8.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,97.0,0.0,96.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,95.0,0.0,100.0,0.0,-1.0,-1.0
F385CAFAXPvAibaEXe9WcTnuikKYKid8QTsc6Jb0,8.5,7.9,-1.0,7.62,8.23,-1.0,7.73,7.51,-1.0,7.91,7.99,-1.0,8.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,90.0,0.0,75.0,0.0,68.0,0.0,79.0,0.0,90.0,0.0,80.0,0.0,70.0,0.0,60.0,0.0
F386A9F3XPvAibaEXe/4YH02BDnyToyzIbRaCmEd,7.51,7.93,-1.0,7.82,8.46,0.0,5.3,8.51,-1.0,7.68,9.07,-1.0,7.69,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,85.0,0.0,75.0,0.0,90.0,0.0,81.0,0.0,90.0,0.0,86.0,99.0,81.0,66.0,-1.0,-1.0
F3916317XPvAibaEXe8u6ih8pRJJpHSNevcRqqih,7.65,7.82,-1.0,7.99,7.64,-1.0,8.08,7.74,-1.0,7.72,8.07,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0.0,90.0,0.0,85.0,0.0,90.0,0.0,90.0,0.0,95.0,0.0,95.0,0.0,75.0,0.0
F39354EFXPvAibaEXe+/EkvXK98KbWXgswf1tfGi,6.73,7.58,7.67,8.47,8.45,5.5,7.92,8.14,-1.0,8.32,8.7,-1.0,7.93,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,86.0,0.0,56.0,56.0,85.0,85.0,79.0,0.0,85.0,0.0,87.0,0.0,74.0,0.0,80.0,0.0
F3BE1521XPvAibaEXe/zHDidEgqCTqL+R9XHExiQ,5.08,5.07,-1.0,6.02,6.62,-1.0,6.51,6.55,-1.0,7.05,6.28,-1.0,7.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,59.0,0.0,65.0,65.0,91.0,91.0,92.0,0.0,81.0,0.0,82.0,0.0,70.0,0.0,76.0,0.0
F3DB9435XPvAibaEXe+QkoGRj4DtvUmMz3EgTQRQ,7.02,7.91,-1.0,7.12,8.41,-1.0,7.57,7.42,-1.0,7.73,7.9,-1.0,8.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,80.0,0.0,85.0,0.0,85.0,0.0,90.0,0.0,100.0,0.0,79.0,0.0,89.0,0.0,66.0,81.0
F3E9A687XPvAibaEXe+oAybUv81bboSZ5HfNu9SA,6.38,7.15,7.33,7.45,7.99,-1.0,6.84,7.35,6.7,6.64,7.5,-1.0,7.48,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,73.0,0.0,83.0,0.0,85.0,0.0,85.0,0.0,85.0,0.0,75.0,0.0,81.0,0.0,79.0,0.0
F3EB56DBXPvAibaEXe9syD7Vfew2qdQaeWpneItx,7.19,7.79,-1.0,8.18,8.76,-1.0,9.05,9.4,-1.0,9.33,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,85.0,0.0,75.0,0.0,83.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,-1.0,-1.0,-1.0,-1.0
F400B823XPvAibaEXe92C4qaj9kvH9/66t3hNsRx,5.79,5.96,8.26,5.89,6.16,-1.0,6.3,6.87,-1.0,6.92,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,72.0,0.0,64.0,0.0,71.0,0.0,72.0,0.0,80.0,0.0,85.0,0.0,72.0,0.0,76.0,0.0
F40991DEXPvAibaEXe/Dy4K4yiQpOBb9BiaNhvoj,7.77,8.5,-1.0,8.55,8.25,-1.0,5.95,8.57,7.5,8.75,8.38,-1.0,9.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,93.0,0.0,93.0,93.0,91.0,91.0,89.0,0.0,90.0,0.0,79.0,0.0,72.0,0.0,77.0,0.0
F41844C2XPvAibaEXe8jiYzwktGScu03xba/isey,8.24,7.14,-1.0,8.58,8.2,-1.0,8.04,8.34,9.5,8.05,8.79,-1.0,6.92,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,81.0,0.0,90.0,0.0,90.0,0.0,85.0,0.0,85.0,0.0,95.0,0.0,100.0,0.0,100.0,0.0
F423B999XPvAibaEXe+5oCRQPDKXsvYtikNVeZF/,6.25,4.39,4.5,6.58,7.37,6.6,8.89,8.08,-1.0,7.75,8.08,-1.0,8.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0.0,96.0,96.0,85.0,85.0,83.0,0.0,100.0,0.0,95.0,0.0,71.0,0.0,70.0,0.0
F42652EDXPvAibaEXe8Ve7JqRML75ZotBOnQHExP,6.85,7.07,-1.0,6.21,7.07,6.3,7.72,7.76,-1.0,4.19,6.33,-1.0,7.38,0.0,-1.0,7.69,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,61.0,0.0,57.0,0.0,90.0,0.0,83.0,0.0,85.0,0.0,95.0,0.0,81.0,0.0,97.0,0.0
F4312684XPvAibaEXe/4WyTnp6RTwslVYbqxXfeU,7.29,5.87,-1.0,6.61,6.47,7.5,6.83,8.22,-1.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,80.0,0.0,85.0,0.0,90.0,0.0,85.0,0.0,91.0,0.0,86.0,0.0,100.0,0.0,-1.0,-1.0
F4373100XPvAibaEXe9g6r/97VInJo+7wxmHnFOz,7.51,6.84,-1.0,7.36,8.25,-1.0,7.59,7.73,-1.0,8.2,8.63,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,85.0,0.0,85.0,0.0,80.0,0.0,80.0,0.0,100.0,0.0,79.0,0.0,76.0,0.0,76.0,66.0
F4550AC6XPvAibaEXe/baq/wvVlH/toWePwNhgvv,6.89,5.93,-1.0,6.51,7.07,-1.0,6.38,7.31,-1.0,7.64,7.12,-1.0,9.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,0.0,95.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,92.0,0.0,100.0,100.0
F464001FXPvAibaEXe92CdOgj+Qa/efjKFTKMTZe,7.21,6.45,-1.0,7.17,6.85,-1.0,7.73,7.35,-1.0,7.65,8.01,-1.0,7.79,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,68.0,0.0,61.0,0.0,85.0,0.0,95.0,0.0,80.0,0.0,90.0,0.0,71.0,0.0,68.0,0.0
F47350D9XPvAibaEXe/YiexZYoq8n8FP0R71ulza,7.01,6.4,7.2,7.31,7.66,-1.0,6.72,6.6,-1.0,8.39,4.06,-1.0,1.62,0.0,-1.0,6.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,72.0,0.0,76.0,0.0,86.0,0.0,80.0,0.0,76.0,0.0,75.0,0.0,81.0,0.0,95.0,0.0
F473C1ABXPvAibaEXe/jd8ghaf1GTNdb+cfjD9JK,6.51,4.34,-1.0,4.64,4.0,7.05,5.09,4.86,-1.0,3.9,2.46,-1.0,3.02,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,66.0,0.0,74.0,0.0,83.0,0.0,78.0,0.0,86.0,0.0,75.0,0.0,75.0,0.0,66.0,0.0
F47C0BFAXPvAibaEXe/OS4eb0G5N4iLf8Q8d67rT,6.79,6.8,5.0,5.54,5.79,-1.0,8.02,8.86,-1.0,8.89,8.64,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,90.0,0.0,95.0,0.0,98.0,0.0,80.0,0.0,100.0,0.0,100.0,100.0,100.0,-1.0,-1.0,-1.0
F48E1818XPvAibaEXe9cPs/fVpB+n8mddEtkxwUa,8.06,5.94,-1.0,7.32,7.48,-1.0,7.61,7.71,-1.0,8.27,7.86,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,84.0,0.0,69.0,0.0,66.0,0.0,83.0,0.0,80.0,0.0,80.0,0.0,80.0,0.0,85.0,0.0
F498E5FEXPvAibaEXe9JDlHA4z2GHBZXhsR8PR1r,5.75,6.11,-1.0,5.31,6.77,7.78,5.57,6.56,-1.0,2.94,6.08,4.0,4.5,3.07,0.0,0.0,3.63,0.0,0.0,-1.0,-1.0,-1.0,77.0,0.0,87.0,87.0,64.0,64.0,92.0,0.0,75.0,0.0,79.0,0.0,54.0,0.0,50.0,0.0
F49F584EXPvAibaEXe8zN2KKhdLFuvVrrDZmjUkj,7.72,7.53,-1.0,7.37,7.65,-1.0,7.31,8.69,-1.0,6.21,2.73,-1.0,7.56,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,85.0,0.0,85.0,0.0,93.0,0.0,66.0,0.0,71.0,0.0,78.0,82.0,81.0,91.0,-1.0,-1.0
